Org Unit,Org Unit Code,OU Short Name,Org Unit Id,Parent Id
Nsiwa Outreach Clinic,,Nsiwa Outreach Clinic,Dwylls9X9eW,PbfmrMdVBs3
Nsiwa Village Clinic,,Nsiwa Village Clinic,QgNBB6lbrOS,PbfmrMdVBs3
Nsiya Outreach Clinic (PIM),,Nsiya Outreach Clinic (PIM),Id0nD4dXJft,nCX7iqBMNwM
Nsiyaludzu Health Centre,1826,Nsiyaludzu-HC,GYlTZXKcHxA,ENQA7sOVrPw
Nsolomba Outreach (Ntaja),,Nsolomba Outreach (Ntaja),ukUcm2Okr0T,Ybh0Ww4WWVx
Nsolomba Village Clinic,,Nsolomba V Clinic,rSMmwAF0j0B,Ybh0Ww4WWVx
Nsomba Village Clinic (Matawale),,Nsomba Village Clinic (Matawale),OX6T7Nzta6a,yREVcFcXe3h
Nsomela Outreach Clinic (Malavi),,Nsomela Outreach Clinic (Malavi),o6ZeRaG0a4n,Ljx0uViQtRg
Nsomela Village Clinic (Malavi),,Nsomela Village Clinic (Malavi),Ylte5ZRKjmf,Ljx0uViQtRg
Nsona  Outreach (Mpala),,Nsona  Outreach (Mpala),wOpfK4y1zWo,w8qa58C9FGk
Nsondole Outreach (Bimbi),,Nsondole Outreach (Bimbi),X6X8vrPGyuh,gS8A33Rsqjr
Nsongolo Outreach Clinic (Iba),,Nsongolo Outreach Clinic (Iba),V3mWnTw1FIS,FZw4GOFV5X0
Nsoni Outreach Clinic (Thumbwe),,Nsoni Outreach Clinic (Thumbwe),f4Ja0b3L0Bb,tlDXiuRLOpw
Nsoni Village Clinic,,Nsoni V Clinic,r19BRennBD4,tlDXiuRLOpw
Nsonthe Outreach (Namandanje),,Nsonthe Outreach (Namandanje),DgYEjmDxwzo,KEPMWjMdxDG
Nsonthe Village Clinic (Namandanje),,Nsonthe Village Clinic (Namandanje),epvqBPQO8Bc,KEPMWjMdxDG
Nsowa Outreach (Maera),,Nsowa Outreach (Maera),IaoPYaeBb0i,gSVQoPw8dRz
Nsungwi Outreach,,Nsungwi Outreach,FIkLJGcBiPi,V75SGRWLZNR
Nsungwi Village Clinic,,Nsungwi Village Clinic,AVh7WMZIZzt,V75SGRWLZNR
Nsuwa Outreach Clinic (Mtonda),,Nsuwa Outreach Clinic (Mtonda),ABlo3DYN1en,PxcYX4fmgXB
Nswaswa Outreach (Mwandama),,Nswaswa Outreach (Mwandama),N7b4f3vw1zH,jyoWzEvm0XC
Ntagaluka  Outreach Clinic (Mangochi DH),,Ntagaluka  Outreach Clinic (Mangochi DH),PGKIUWPK4ad,vGbcjNT1TSJ
Ntaja Chipanga Outreach (Chikwewo),,Ntaja Chipanga Outreach (Chikwewo),SC4yiCM86hu,teLlh1E6CxB
Ntaja Health Centre,2616,Ntaja-HC,Ybh0Ww4WWVx,o7sh3DOqth2
Ntali Outreach (Mkwepere),,Ntali Outreach (Mkwepere),ZSbDlrYYz9p,RQYBvIXGsDY
Ntali Village Clinic,,Ntali V Clinic,UtF6zkbzSoK,RQYBvIXGsDY
Ntalika Outreach (Ntaja),,Ntalika Outreach (Ntaja),wtrzy9Tzhio,Ybh0Ww4WWVx
Ntalika Village Clinic,,Ntalika Village Clinic,pMoTkpfdS4a,gNaXoVYpN1v
Ntalika Village Clinic (Namasalima),,Ntalika VC (Namasalima),VGpGQStUNgT,asiPyqS8rHs
Ntambalika Village Clinic (Kalinde),,Ntambalika Village Clinic (Kalinde),sR4YxfpN9y1,uzaw4ubBdwd
Ntambo  Outreach (Chonde),,Ntambo  Outreach (Chonde),gX5UpaCI3oH,TusMbw27jzb
Ntambo Village Clinic,,Ntambo V Clinic,ZG4w4cexA23,XG7w56VzqMn
Ntano Outreach (Ntaja),,Ntano Outreach (Ntaja),yHXGxHfsqIx,Ybh0Ww4WWVx
Ntasi  Outreach Clinic (Mangochi DH),,Ntasi  Outreach Clinic (Mangochi DH),nRrfK4RPd6P,vGbcjNT1TSJ
Ntata  Outreach (Chinyama),,Ntata  Outreach (Chinyama),QwkIIQaKJ8V,TxWRIMbBOpS
Ntayamanja Outreach Clinic (Dolo),,Ntayamanja Outreach Clinic (Dolo),j9lWQiBNZtZ,SOwb9qUKJnt
Ntchathu Village Clinic,,Ntchathu VC,EqLBUibdYOp,Ln1grpEjzuK
Ntchawaka Outreach Clinic,,Ntchawaka Outreach Clinic,eMxWRprfWbF,upbCscjsSDs
Ntchawaka Village Clinic,,Ntchawaka Village Clinic,KCajsXIqmZi,upbCscjsSDs
Ntchema Outreach Clinic (Namadzi),,Ntchema Outreach Clinic (Namadzi),yCvLxuP981a,bthDRjgyzgo
Ntchenachena Outreach Clinic,,Ntchenachena Outreach Clinic,tetDqvFiRBD,E1n8QFnk7M2
Ntchera Outreach Clinic (Bwanje),,Ntchera Outreach Clinic (Bwanje),NpJBBRyVkmV,LqUvHvI2ifc
Ntcheu District Hospital,1827,Ntcheu-Distr-Hosp,irf8hxUohn5,ENQA7sOVrPw
Ntcheu-DHO,,Ntcheu-DHO,ENQA7sOVrPw,tmIma8xiccz
Ntchisi District Hospital,1210,Ntchisi-Distr-Hosp,qXwx6gQyNBv,EbpvGZRGG04
Ntchisi-DHO,,Ntchisi-DHO,EbpvGZRGG04,iQx6Edf0Xib
Ntchuka Outreach Clinic,,Ntchuka Outreach Clinic,mmvPfxuhol3,hS2sYnTQbU3
Ntchuka Village Clinic,,Ntchuka Village Clinic,oxIrwGJahGu,hS2sYnTQbU3
Ntelera Outreach Clinic,,Ntelera Outreach Clinic,z5k7Gjark9J,TrYObnlA8UT
Nteuka Village Clinic,,Nteuka V Clinic,wTljQDm6SAF,UltcvVpNf8r
Nthadana Village Clinic (Nsabwe),,Nthadana Village Clinic (Nsabwe),dQ1aLiFSrqn,zUquZgXa6Rm
Nthalire Health Centre,110,Nthalire-HC,I6ZujG9AVcl,cd0I6ndBMrT
Nthambalero Village Clinic (Mzandu),,Nthambalero Village Clinic (Mzandu),TodREzn81ap,zbzy1EAHemL
Nthambula Outreach (Nambazo),,Nthambula Outreach (Nambazo),HNwfyQu17Va,AyarnjnokWg
Nthambula Village Clinic (Nambazo),,Nthambula Village Clinic (Nambazo),UgNGoO1sFQ9,AyarnjnokWg
Nthanga Outreach,,Nthanga Outreach,cv1rzD6hzL1,lykzV97DJgq
Nthanga Village Clinic,,Nthanga Village Clinic,nVZC0Ub921O,lykzV97DJgq
Nthangwanika Village Clinic,,Nthangwanika Village Clinic,OEoUDcQUsyQ,H3xKaK0d3or
Nthema Outreach Clinic,,Nthema Outreach Clinic,tCBDpxfNY67,TrYObnlA8UT
Nthembo Outreach Clinic,,Nthembo Outreach Clinic,S3htQzf8oTy,Wh3m13Uzsn7
Nthembo Village Clinic,,Nthembo Village Clinic,tWW1Da6dvyA,Wh3m13Uzsn7
Nthembwe Village Clinic (Tengani ),,Nthembwe Village Clinic (Tengani ),qQoRRRBTWXg,O4OnTZDe6YW
Nthenda Outreach Clinic (Makhwira),,Nthenda Outreach Clinic (Makhwira),TIRZLIVZbd2,fmm167XcK2T
Nthenda Village Clinic,,Nthenda VC,mU5z4eBnYX8,SOwb9qUKJnt
Nthenda Village Clinic (Makhwira),,Nthenda Village Clinic (Makhwira),wL3R9f6qXHs,fmm167XcK2T
Nthengwe Outreach Clinic,,Nthengwe Outreach Clinic,rWfEEcu1cDr,o0hX9ak46oU
Nthenje Health Centre,416,Nthenje-HC,mEYFrYZrHrN,M8moEd4dNYo
Nthenje Outreach Clinic,,Nthenje Outreach Clinic,ELPfSNTG2El,qY3GH22ifOb
Nthenje Village Clinic,,Nthenje VC,qwRLaUCj1Nh,qY3GH22ifOb
Nthesa Outreach Clinic (Khuwi),,Nthesa Outreach Clinic (Khuwi),fLFQjvHh4X2,RgHJHBTtszj
Nthesa Village Clinic (Khuwi),,Nthesa Village Clinic (Khuwi),Ecb1Q2CXp3w,RgHJHBTtszj
Nthiniwa Outreach (Mkwepere),,Nthiniwa Outreach (Mkwepere),GLenMxlP6EI,RQYBvIXGsDY
Nthipera Outreach (Pirimiti),,Nthipera Outreach (Pirimiti),rz5UX1a7TrJ,X3O5uAX04Z9
Nthipera Village Clinic (Pirimiti),,Nthipera Village Clinic (Pirimiti),S6JCnxjAB8Y,X3O5uAX04Z9
Nthiransembe Outreach Clinic (Kamsonga),,Nthiransembe Outreach Clinic (Kamsonga),xhDeTUkoxXd,m9IaQF4jaPL
Nthiransembe Village Clinic (Kamsonga),,Nthiransembe Village Clinic (Kamsonga),USWdvvx8fV7,m9IaQF4jaPL
Nthiwatiwa Outreach Clinic,,Nthiwatiwa Outreach Clinic,U21DuJkbqSi,c6WcEY1TXnq
Nthizi Outreach Clinic,,Nthizi Outreach Clinic,srJrKKiFgWz,ncumVqRrCMN
Nthizi Village Clinic,,Nthizi Village Clinic,SMhP2T0O3VH,ncumVqRrCMN
Nthola Outreach Clinic,,Nthola Outreach Clinic,UxIYvW6oi3A,tjHJZDgKu6q
Nthola Village Clinic,,Nthola Village Clinic,QlTLmIuB7wG,tjHJZDgKu6q
Ntholowa Health Centre,2621,Ntholowa-HC,VSHsslABmXE,o7sh3DOqth2
Nthondo Health Centre (Lilongwe),1540,Nthondo-HC-Lilongwe,yzgU0YKoHnq,MDkBXGJ5CyR
Nthondo Health Centre (Ntchisi),1211,Nthondo-HC-Ntchisi,xQBYdqlCMvU,EbpvGZRGG04
Nthondo Outreach Clinic (Chikowa),,Nthondo Outreach Clinic (Chikowa),gzsUFcBCAys,TJjz5jiFlqF
Nthondo Outreach Clinic (Tengani ),,Nthondo Outreach Clinic (Tengani ),YEKKTSeP2au,O4OnTZDe6YW
Nthondo Village Clinic (Chikowa),,Nthondo Village Clinic (Chikowa),WmKcD9Ugkvf,TJjz5jiFlqF
Nthondo Village Clinic (Tengani ),,Nthondo Village Clinic (Tengani ),GqD4cOEtutw,O4OnTZDe6YW
Nthulinga Outreach Clinic,,Nthulinga Outreach Clinic,wcxk0w4hEqP,cHhZC34cSCl
Nthulo Outreach Clinic (Chimaliro),,Nthulo Outreach Clinic (Chimaliro),HnnNoqtp601,WraUiby57xZ
Nthumba Outreach Clinic,,Nthumba Outreach Clinic,TlB3j5L1iX4,o0hX9ak46oU
Nthumba Village Clinic,,Nthumba Village Clinic,RRTzBmxZSPC,o0hX9ak46oU
Nthumbi Outreach Clinic (Champiti),,Nthumbi Outreach Clinic (Champiti),ED2haLQUm0Z,l86AxfTg26J
Nthumbo Outreach Clinic,,Nthumbo Outreach Clinic,apHz7t1Q9P1,XcRAuC6ZPi0
Nthumbo Outreach Clinic,,Nthumbo Outreach Clinic,hadQr1kbZto,WEXi1SR3Ps6
Nthumbo Outreach Clinic (Kasinje),,Nthumbo Outreach Clinic (Kasinje),WdO4msNjkhG,kW3Ro43YXwB
Nthumbo Village Clinic,,Nthumbo Village Clinic,N1QawpsDtj7,WEXi1SR3Ps6
Nthundu Outreach,,Nthundu Outreach,D3nFXAwCCSZ,KVxcc4baK2p
Nthundu Outreach (Namandanje),,Nthundu Outreach (Namandanje),CaRJUDpX1sg,KEPMWjMdxDG
Nthundu Outreach Clinic (Nangalamu),,Nthundu Outreach Clinic (Nangalamu),gbvuz7HjdEc,xSi6MZN3hAK
Nthundu Village Clinic (Kwitanda),,Nthundu Village Clinic (Kwitanda),cGlykkdoh6s,Z8EORvXbL8x
Nthundu Village Clinic (Namandanje),,Nthundu Village Clinic (Namandanje),OAlDnqG1WSv,KEPMWjMdxDG
Nthunduti Village Clinic,,Nthunduti VC,xhUdAiuxEKx,uHPXBdcz85N
Nthunduwala Outreach Clinic,,Nthunduwala Outreach Clinic,qMx9EdfF2m0,cez54P9k6OJ
Nthunduwala Village Clinic,,Nthunduwala Village Clinic,MeEryujWLVJ,cez54P9k6OJ
Nthungwa Health Centre,320,Nthungwa-HC,qXonH3FiBYn,P1HnUkQDPw0
Ntiku Outreach (Chingale),,Ntiku Outreach (Chingale),G9JofuEiCLo,o0hXXoxJnMI
Ntiku Village Clinic (Chingale),,Ntiku Village Clinic (Chingale),cFeUOqFwcvG,o0hXXoxJnMI
Ntingala Outreach Clinic (Nkula),,Ntingala Outreach Clinic (Nkula),mwI5tUunehm,cfzBcWqPOoy
Ntingala Village Clinic (Nkula),,Ntingala Village Clinic (Nkula),I2knElyUaML,cfzBcWqPOoy
Ntiti Outreach,,Ntiti Outreach,xF2mcIrSINp,SL1ePpPFaki
Ntiti Village Clinic,,Ntiti Village Clinic,ccHDz5v2eWX,SL1ePpPFaki
Ntiule Outreach Clinic (Makanjira),,Ntiule Outreach Clinic (Makanjira),Elb4sBaGRDq,ogCJRAEA06f
Ntiza  Outreach (M'biza),,Ntiza  Outreach (M'biza),iFJ2OYXXX2Y,dmGyp0vetoz
Ntola Outreach Clinic (Nancholi),,Ntola Outreach Clinic (Nancholi),UJhirDgCrad,Q90Za7zl8zB
Ntola Village Clinic (Nancholi),,Ntola Village Clinic (Nancholi),FDkSENevIZh,Q90Za7zl8zB
Ntolongo Outreach Clinic (Tengani ),,Ntolongo Outreach Clinic (Tengani ),nQzdrzlCjRY,O4OnTZDe6YW
Ntolongo Village Clinic (Tengani ),,Ntolongo Village Clinic (Tengani ),PNMyDiUbvc3,O4OnTZDe6YW
Ntonda Dispensary,,Ntonda Dispensary,mFPyswjy5p7,FEGZA6BEAjj
Ntonda Outreach,,Ntonda Outreach,qBvkPIwkYLU,gTkYqxfVTM0
Ntonda Outreach Clinic (Phirilongwe),,Ntonda Outreach Clinic (Phirilongwe),tPDOj7y5uM3,IXMfufQaORA
Ntonda Village Clinic,,Ntonda Village Clinic,XbPixm5crYA,AiR2MD63tCb
Ntondo Outreach Clinic (Lulanga),,Ntondo Outreach Clinic (Lulanga),e5P50vRfD1a,iIwqmezZ9rs
Ntondokera Outreach Clinic (Kankao),,Ntondokera Outreach Clinic (Kankao),O6po3r6892C,HmTVrgdnucu
Ntondokera Village Clinic (Kankao),,Ntondokera Village Clinic (Kankao),bWrhvS2dk2m,HmTVrgdnucu
Ntonya  Outreach (Chambe),,Ntonya  Outreach (Chambe),d8W1s2igDxY,Ln1grpEjzuK
Ntonya Village Clinic,,Ntonya VC,XbRRSmihBXv,Ln1grpEjzuK
Ntopa Outreach (Mpiri),,Ntopa Outreach (Mpiri),UXXsurEQ1cv,rl3pWoEjBn3
Ntopa Village Clinic (Mpiri),,Ntopa Village Clinic (Mpiri),Jl8krS7ikxa,rl3pWoEjBn3
Ntope Outreach Clinic (Chimwawa),,Ntope Outreach Clinic (Chimwawa),bK9xhxtZ1j8,IeJAi0sDcso
Ntowe Outreach Clinic (Montfort),,Ntowe Outreach Clinic (Montfort),z5rM5aqzxv0,a8NecI8jzqL
Ntulira Outreach (Machinga DH),,Ntulira Outreach (Machinga DH),nElRHnO6U3n,HN3xPrwEli4
Ntulira Village Clinic (Machinga DH),,Ntulira Village Clinic (Machinga DH),BkmixyNzKYO,HN3xPrwEli4
Ntuluma Village Clinic,,Ntuluma V Clinic,WMhlpOqvafl,OUiAuB0Uc7D
Ntundama Outreach Clinic (Mikolongwe),,Ntundama Outreach Clinic (Mikolongwe),MKDb1w3b1ac,ZEhFEU99s7M
Ntwana Outreach Clinic (Makanjira),,Ntwana Outreach Clinic (Makanjira),ps5ExaiBFYp,ogCJRAEA06f
Nurology,,Nurology,pBN5Qxpoe3H,DOwQkYSluOZ
Nyaka Outreach (Chipini),,Nyaka Outreach (Chipini),dTos1jAN58r,imXmafCgb5n
Nyaka Village Clinic,,Nyaka Village Clinic,Q68hYQtlVpR,KVxcc4baK2p
Nyaka Village Clinic (Chipini),,Nyaka Village Clinic (Chipini),B2phxqPlYq2,imXmafCgb5n
Nyakamera Village Clinic (Chididi),,Nyakamera Village Clinic (Chididi),ESFiKRVeYj3,WG3SI4hkJFF
Nyakasalu Outreach Clinic,,Nyakasalu Outreach Clinic,r88VywjOD4L,a7zgH8mf2GX
Nyakasalu Village Clinic,,Nyakasalu Village Clinic,wZ6lHEnZ68l,a7zgH8mf2GX
Nyakoko Village Clinic (Neno DH),,Nyakoko Village Clinic (Neno DH),LaXThFgBaLp,Rmh4wKR794k
Nyalavu Outreach Clinic (Khuwi),,Nyalavu Outreach Clinic (Khuwi),l8YqurtwjwH,RgHJHBTtszj
Nyalavu Village Clinic (Khuwi),,Nyalavu Village Clinic (Khuwi),cJ6ObL149g7,RgHJHBTtszj
Nyalinga  Outreach (Naphimba),,Nyalinga  Outreach (Naphimba),OGyZUoN3VIS,akhqt6Z6B7x
Nyalubwe Outreach,,Nyalubwe Outreach,MARPPmFrazR,b1RogeavIPD
Nyalubwe Village Clinic,,Nyalubwe Village Clinic,jnIqOPXpHuQ,cZkBc7Ri1HF
Nyalugwe 1 Village Clinic,,Nyalugwe 1 V Clinic,f0kizkFGPPz,TArV024FtcH
Nyalugwe Outreach (Makwapala),,Nyalugwe Outreach (Makwapala),CmCEwOBG5Ka,ctDR10R37Rw
Nyalugwe Outreach Clinic (Chisoka),,Nyalugwe Outreach Clinic (Chisoka),QeTt0rgUpnV,T3MNLfsBtT4
Nyaluwanga Outreach Clinic,,Nyaluwanga Outreach Clinic,csIhYvW5e8f,xcRa7FraazI
Nyaluwanga Village Clinic,,Nyaluwanga Village Clinic,cQKbemsAoNj,xcRa7FraazI
Nyama Outreach (Chikwewo),,Nyama Outreach (Chikwewo),M9ymmESv2pD,teLlh1E6CxB
Nyama Outreach Clinic (Matapila),,Nyama Outreach Clinic (Matapila),KHBAoGbRftp,nyBn1aFSTnl
Nyamanda Pvt Clinic,4088,Nyamanda Pvt Clinic,yqRWtPJP1BG,MDkBXGJ5CyR
Nyamatchelenga Outreach Clinic (Nsanje DH),,Nyamatchelenga Outreach Clinic (Nsanje DH),l7p4Gv38Cig,tVuIhivYk9N
Nyamatchelenga Village Clinic (Nsanje DH),,Nyamatchelenga Village Clinic (Nsanje DH),ImmIRTi36GB,tVuIhivYk9N
Nyamazani Outreach Clinic (Kachale),,Nyamazani Outreach Clinic (Kachale),YhPGm3UlxdG,SUO29yrjbH4
Nyamazani Village Clinic (Kachale),,Nyamazani Village Clinic (Kachale),bKXxiPF8m6s,SUO29yrjbH4
Nyambadwe Private Hospital,2970,Nyambadwe Private Hospital,CedL5WOqd2I,FEGZA6BEAjj
Nyambalo Outreach (Holy Family),,Nyambalo Outreach (Holy Family),OeLE1oza5vX,m03CECb09qZ
Nyambalo Outreach Clinic (Makhwira),,Nyambalo Outreach Clinic (Makhwira),jXsB7iCKnns,fmm167XcK2T
Nyambalo Village Clinic (Holy Family),,Nyambalo Village Clinic (Holy Family),o3ZjSlG8ln8,m03CECb09qZ
Nyambi Health Centre,2617,Nyambi-HC,ZD6zoYO03cf,o7sh3DOqth2
Nyambiro Outreach Clinic (Dolo),,Nyambiro Outreach Clinic (Dolo),nyyRqNfsSfH,SOwb9qUKJnt
Nyambo Outreach Clinic (Chithumba),,Nyambo Outreach Clinic (Chithumba),p0TjI6XcOnU,KkApQFpVIaQ
Nyambose Outreach Clinic,,Nyambose Outreach Clinic,ptRq4cEsodh,dz2aFcg1wHo
Nyamijeti Outreach Clinic (Tengani ),,Nyamijeti Outreach Clinic (Tengani ),CGitTpfbgkO,O4OnTZDe6YW
Nyamijeti Village Clinic (Tengani ),,Nyamijeti Village Clinic (Tengani ),XM7TdxfdMFr,O4OnTZDe6YW
Nyaminjale Outreach Clinic (Misamvu),,Nyaminjale Outreach Clinic (Misamvu),JPSDDO8Fi1L,YDYPFwMDHNj
Nyaminjale Village Clinic (Misamvu),,Nyaminjale Village Clinic (Misamvu),D3QkEMQkROE,YDYPFwMDHNj
Nyamithuthu Health Centre,3414,Nyamithuthu-HC,zCPRlak2MqT,LswTbnG3C0c
Nyamjidu Outreach Clinic (Sorgin),,Nyamjidu Outreach Clinic (Sorgin),JFhednAQrXf,tWHl2Y9tGSe
Nyamjidu Village Clinic (Sorgin),,Nyamjidu Village Clinic (Sorgin),xXylbmpUOoA,tWHl2Y9tGSe
Nyamuka Outreach (Domasi),,Nyamuka Outreach (Domasi),cw34wBJFWzz,U0YwDhBOZeY
Nyamula Outreach Clinic (Tengani ),,Nyamula Outreach Clinic (Tengani ),Y1zlxAklWsQ,O4OnTZDe6YW
Nyanda Village Clinic (Kabudula),,Nyanda Village Clinic (Kabudula),pHEh5snU8Tb,O6y74hiWU9z
Nyan'deka Outreach Clinic (Dolo),,Nyan'deka Outreach Clinic (Dolo),aEWFUpIx49B,SOwb9qUKJnt
Nyanga Outreach Clinic,,Nyanga Outreach Clinic,oDZyrsf1rMR,QZm8o1i8tW4
Nyang'a Outreach Clinic (Kalemba),,Nyang'a Outreach Clinic (Kalemba),NXVWXaiHUjD,OyDhmxtA7nb
Nyanga Village Clinic,,Nyanga Village Clinic,VZuCDj14Xgg,QZm8o1i8tW4
Nyangu Outreach Clinic (Chipwaila),,Nyangu Outreach Clinic (Chipwaila),vxudQyRm4sG,pkMXL4XF9ie
Nyangu Outreach Clinic (Kalulu),,Nyangu Outreach Clinic (Kalulu),vhQhpSQR8lc,a8NnsOmXWK7
Nyangu Village Clinic,,Nyangu VC,V2DMaRry6Z8,TxWRIMbBOpS
Nyani Outreach (Domasi),,Nyani Outreach (Domasi),s2V9PhrAYnk,U0YwDhBOZeY
Nyanja Health Centre,1243,Nyanja Health Centre,BoFpWeZOB2l,MDkBXGJ5CyR
Nyankhwa  Village Clinic,,Nyankhwa  Village Clinic,z9HKFuimkXY,d92FGpiO9lP
Nyankhwa Outreach Clinic,,Nyankhwa Outreach Clinic,zBkvUHZmQpi,d92FGpiO9lP
Nyanthana Outreach Clinic (Kalemba),,Nyanthana Outreach Clinic (Kalemba),nG6SqH1DUSt,OyDhmxtA7nb
Nyanthumbi Outreach Clinic (Tengani ),,Nyanthumbi Outreach Clinic (Tengani ),cRI7X5HIz9U,O4OnTZDe6YW
Nyanthumbi Village Clinic (Tengani ),,Nyanthumbi Village Clinic (Tengani ),bUr3hvhRuXw,O4OnTZDe6YW
Nyasa Outreach Clinic (Montfort),,Nyasa Outreach Clinic (Montfort),puVLhjevRtF,a8NecI8jzqL
Nyasa Village Clinic (Montfort),,Nyasa Village Clinic (Montfort),noxLH9BilpD,a8NecI8jzqL
Nyaukaka Outreach Clinic (Lulwe),,Nyaukaka Outreach Clinic (Lulwe),DtMEbNjxaNE,ftIjkXg1oCr
Nyaukaka Village Clinic (Lulwe),,Nyaukaka Village Clinic (Lulwe),SAh3JyEOuI0,ftIjkXg1oCr
Nyaulombo Village Clinic (Makhwira),,Nyaulombo Village Clinic (Makhwira),gpeOzK27swB,fmm167XcK2T
Nyavuu Outreach Clinic,,Nyavuu Outreach Clinic,FGpqcHKbnrg,bfDs0dTM81U
Nyaza Outreach Clinic,,Nyaza Outreach Clinic,aHsYXv5f6FN,PYQecgNXvAc
Nyaza Village Clinic,,Nyaza Village Clinic,ya8SPKXqfwc,PYQecgNXvAc
Nyengere Outreach,,Nyengere Outreach,kuO3J6IbeHT,lykzV97DJgq
Nyengere Village Clinic,,Nyengere Village Clinic,DLHEmJrcPqG,lykzV97DJgq
Nyenje Outreach (Ntaja),,Nyenje Outreach (Ntaja),yElXTTsQ6Zx,Ybh0Ww4WWVx
Nyenje Outreach Clinic,,Nyenje Outreach Clinic,EZg0HxDrUdB,Rf1rrKDqc9l
Nyenje Village Clinic,,Nyenje Village Clinic,CSaaRSjrv9c,Rf1rrKDqc9l
Nyenyezi Village Clinic (Sankhulani),,Nyenyezi Village Clinic (Sankhulani),IZ2DHxGgBzL,xhQxgh1GSkX
Nyezelera Outreach (Nkhwayi),,Nyezelera Outreach (Nkhwayi),ymPefDtoHl2,tRNfX43j5Mv
Nyezelera Village Clinic (Nkhwayi),,Nyezelera Village Clinic (Nkhwayi),pG2d7xlBjrM,tRNfX43j5Mv
Nyimbiri  Outreach (Mimosa),,Nyimbiri  Outreach (Mimosa),x0lyZTpdWmh,YOhdb5QWf3k
Nyodola Outreach Clinic (Malamulo SDA),,Nyodola Outreach Clinic (Malamulo SDA),xplVMjdDDUX,UKeSrLQeuCm
Nyodola Village Clinic (Malamulo SDA),,Nyodola Village Clinic (Malamulo SDA),aeOc7stfrUv,UKeSrLQeuCm
Nyongani Outreach,,Nyongani Outreach,Jlu7Qsanpbr,H2ErYfEdioK
Nyongani Outreach (Mponela),,Nyongani Outreach (Mponela),UH280oFamLa,ueVjB10KIyz
Nyongani Village Clinic,,Nyongani Village Clinic,ntya3p5Nw7N,H2ErYfEdioK
Nyonyo Outreach Clinic,,Nyonyo Outreach Clinic,VeWk3wyfZ6P,n18VsHigwU8
Nyonyo Village Clinic,,Nyonyo Village Clinic,bzWhjxbsG2T,n18VsHigwU8
Nyuche Outreach Clinic (Luwalika),,Nyuche Outreach Clinic (Luwalika),ghc8wbYpvl9,qBxArP5yT1I
Nyundo Outreach Clinic (Chikuse),,Nyundo Outreach Clinic (Chikuse),w3FyRb3svQB,Y4kaJs4jbod
Nyundo Village Clinic,,Nyundo Village Clinic,fJOVWRlkRdy,b1RogeavIPD
Nyundo Village Clinic (Chikuse),,Nyundo Village Clinic (Chikuse),QgVwhjeRe4z,Y4kaJs4jbod
Nyungwe Health Centre,211,Nyungwe-HC,xr2MuALneJH,WVBSPqTMrPP
Nyungwe Outreach Clinic (Chitera),,Nyungwe Outreach Clinic (Chitera),xQbuM9LY8od,mxsHHN4zZft
Nzama Health Centre,1828,Nzama-HC,xiPaD8Vsm7n,ENQA7sOVrPw
Nzizira  Outreach (Chonde),,Nzizira  Outreach (Chonde),E4qFhEMGzuH,TusMbw27jzb
Nzizira Village Clinic (Chonde),,Nzizira Village Clinic (Chonde),upW4kZuv94Z,TusMbw27jzb
Ofesi Health Centre,1022,Ofesi-HC,bWYHqt0OcHy,QWwg51OvU0a
Office of the Ombudsman,,Office of the Ombudsman,cDHd82WuiNT,wJh3Ny3R0Po
Okondwa Village Clinic (Bereu),,Okondwa Village Clinic (Bereu),u0y7Mfo0mYl,FO0kNPmm5E9
Old Hospital,,Old Hospital,u8ZLdjZIzSe,tjHJZDgKu6q
Old Salawa Outreach Clinic,,Old Salawa Outreach Clinic,M5rKao07IjB,BU7rorTM59N
OPD Family Planning-STI,,OPD FP-STI,RaUEU9byQN9,Xke4dPY463J
Orthopaedic clinic,,Orthopaedic clinic,MP8ZpC0sAv5,ulVyxasEb0Y
Orthopaedic ward,,Orthopaedic ward,bqEDqPr1t4a,ulVyxasEb0Y
Osiyana Health Centre,3425,Osiyana Health Centre,OsVZF1G2tW7,LswTbnG3C0c
Osiyana Outreach Clinic (Sankhulani),,Osiyana Outreach Clinic (Sankhulani),W3ab15gGyRr,xhQxgh1GSkX
Osiyana Village Clinic (Makhanga),,Osiyana Village Clinic (Makhanga),ZO0cvpWyBgG,TRDY52stPkd
Osiyana Village Clinic (Sankhulani),,Osiyana Village Clinic (Sankhulani),ONe2EiDTiiP,xhQxgh1GSkX
Padley Pio Health Centre,6018,Padley Pio Health Centre,ZqRS6PkibPM,ZMhvihfvanx
Padzuwa Outreach,,Padzuwa Outreach,V3pZAAx6uE6,grfnmKmWiJ9
Paediatric nursery,,Paediatric nursery,WGyQJxCG6D2,CiDTMMjTXxC
Paediatric ward,,Paediatric ward,qMQORWlA3wc,CiDTMMjTXxC
Paeds Orthopaedic ward,,Paeds Orthopaedic ward,X6m4VSCYOyl,ulVyxasEb0Y
Pagona Outreach Clinic (St. Martin's),,Pagona Outreach Clinic (St. Martin's),XXZefHfTE41,RfcuOXpbcam
Pahuwa Village Clinic (Matiya),,Pahuwa Village Clinic (Matiya),ylFQClEeLTn,omQ3TWOHcDR
Paiva Outreach Clinic (Montfort),,Paiva Outreach Clinic (Montfort),tk6bTGMyGER,a8NecI8jzqL
